# index,idx,pollinator,pol_ge_sp,plant_ge,plant_sp, _pos
516,58,1,MECOPTERA2 (Mec. : Mec. ),,,"array([-0.47167391, -2.30032222])"
517,59,1,MECOPTERA3 (Mec. : Mec. ),,,"array([-0.52971342, -2.32895175])"
518,60,1,MECOPTERA4 (Mec. : Mec. ),,,"array([-0.517346  , -2.26474975])"
519,61,1,MECOPTERA5 (Mec. : Mec. ),,,"array([-0.41538154, -2.28260318])"
520,653,1,Megachile remota sakagamii (Meg. : Hym. ),,,"array([ 0.10769302, -2.68140315])"
521,654,1,Megachile tsurugensis (Meg. : Hym. ),,,"array([-0.2672185 , -2.74627268])"
522,385,1,Megalopaederus lewsi (Sta. : Col. ),,,"array([-0.55394699, -2.44336151])"
523,218,1,Megaspis zonata (Syr. : Dip. ),,,"array([-0.13999233, -2.5739084 ])"
524,219,1,Melanostoma scalare (Syr. : Dip. ),,,"array([-0.31793683, -2.44629539])"
525,406,1,Melanotus annosus (Ela. : Col. ),,,"array([-0.46227355, -2.51208558])"
526,220,1,Meluscaeva cinctella (Syr. : Dip. ),,,"array([-0.46382817, -2.79842255])"
527,23,1,Menida scotti (Pen. : Hem. ),,,"array([-0.09600675, -2.19869334])"
528,24,1,Menida violacea (Pen. : Hem. ),,,"array([-0.2987134 , -2.45607249])"
529,221,1,Metasyrphus corollae (Syr. : Dip. ),,,"array([-0.07409667, -2.37045014])"
530,222,1,Metasyrphus nintens (Syr. : Dip. ),,,"array([-0.08930994, -2.40181121])"
531,494,1,Metialina sp. (Cur. : Col. ),,,"array([-0.53706695, -2.03819076])"
532,413,1,Micadocantharis japonica (Can. : Col. ),,,"array([-0.5877277 , -2.24573224])"
533,223,1,Microdon auricomus (Syr. : Dip. ),,,"array([-0.11453884, -2.29027719])"
534,224,1,Microdon simplex (Syr. : Dip. ),,,"array([-0.33487736, -2.73729766])"
535,225,1,Milesia undulata (Syr. : Dip. ),,,"array([ 0.14093595, -2.64070636])"
536,30,1,MIRIDAE10 (Mir. : Hem. ),,,"array([-0.44469331, -2.28638874])"
537,31,1,MIRIDAE13 (Mir. : Hem. ),,,"array([-0.39744656, -2.73323672])"
538,32,1,MIRIDAE14 (Mir. : Hem. ),,,"array([-0.43577801, -2.53375817])"
539,33,1,MIRIDAE15 (Mir. : Hem. ),,,"array([-0.61587589, -2.8801023 ])"
540,34,1,MIRIDAE18 (Mir. : Hem. ),,,"array([-0.31999446, -2.54239419])"
541,35,1,MIRIDAE20 (Mir. : Hem. ),,,"array([-0.59927725, -2.09010432])"
542,36,1,MIRIDAE21 (Mir. : Hem. ),,,"array([-0.55190272, -2.0892385 ])"
543,37,1,MIRIDAE3 (Mir. : Hem. ),,,"array([-0.36907699, -2.28940869])"
544,38,1,MIRIDAE4 (Mir. : Hem. ),,,"array([-0.4207933 , -2.59609669])"
545,39,1,MIRIDAE7 (Mir. : Hem. ),,,"array([-0.16306915, -2.10304524])"
546,40,1,MIRIDAE8 (Mir. : Hem. ),,,"array([-0.13864993, -2.33908033])"
547,481,1,Monolepta pallidula (Chr. : Col. ),,,"array([ 0.13171259, -2.48618453])"
548,435,1,Mordellina sp. (Mor. : Col. ),,,"array([-0.83300447, -2.23960311])"
549,436,1,Mordellistena sp. (Mor. : Col. ),,,"array([-0.36885143, -2.45831948])"
550,336,1,MUSCIDAE3 (Mus. : Dip. ),,,"array([-0.65904487, -2.46843922])"
551,91,1,MYCETOPHILIDAE10 (Myc. : Dip. ),,,"array([-0.31181746, -1.94633339])"
552,92,1,MYCETOPHILIDAE11 (Myc. : Dip. ),,,"array([-0.36365073, -2.05771136])"
553,93,1,MYCETOPHILIDAE12 (Myc. : Dip. ),,,"array([-0.33542646, -1.9894639 ])"
554,94,1,MYCETOPHILIDAE13 (Myc. : Dip. ),,,"array([-0.61344369, -2.260111  ])"
555,95,1,MYCETOPHILIDAE14 (Myc. : Dip. ),,,"array([-0.44837981, -2.17602148])"
556,96,1,MYCETOPHILIDAE15 (Myc. : Dip. ),,,"array([-0.26066727, -2.10335507])"
557,97,1,MYCETOPHILIDAE16 (Myc. : Dip. ),,,"array([-0.46667313, -1.93834578])"
558,98,1,MYCETOPHILIDAE2 (Myc. : Dip. ),,,"array([-0.63381409, -2.49193695])"
559,99,1,MYCETOPHILIDAE6 (Myc. : Dip. ),,,"array([-0.3508284 , -2.14252631])"
560,100,1,MYCETOPHILIDAE8 (Myc. : Dip. ),,,"array([-0.28457544, -1.95959792])"
561,101,1,MYCETOPHILIDAE9 (Myc. : Dip. ),,,"array([-0.41891177, -2.08885961])"
562,226,1,Neoascia sp. (Syr. : Dip. ),,,"array([-0.60981098, -2.36109238])"
563,65,1,NEPTICULIDAE1 (Nep. : Lep. ),,,"array([-0.12379611, -2.1889346 ])"
564,57,1,NEUROPTERA4 (Neu. : Neu. ),,,"array([-0.36674628, -2.93421766])"
565,390,1,Nipponovalgus angusticollis (Sca. : Col. ),,,"array([-0.03106356, -2.50306172])"
566,425,1,NITIDULIDAE11 (Nit. : Col. ),,,"array([-0.56813539, -2.61886957])"
567,426,1,NITIDULIDAE6 (Nit. : Col. ),,,"array([-0.22036289, -2.88431176])"
568,663,1,Nomada galloisi (Ant. : Hym. ),,,"array([-0.17882286, -2.86117531])"
569,664,1,Nomada ginran (Ant. : Hym. ),,,"array([-0.36502035, -2.36694951])"
570,665,1,Nomada hakonensis (Ant. : Hym. ),,,"array([-0.05227548, -2.26141083])"
571,666,1,Nomada pacifica (Ant. : Hym. ),,,"array([-0.20571358, -2.31643034])"
572,482,1,Nonartha cyaneum (Chr. : Col. ),,,"array([-0.30187149, -2.48743629])"
573,26,1,Nysius sp. (Lyg. : Hem. ),,,"array([-0.19699641, -2.56523172])"
574,440,1,Oedemeronia lucidicollis (Oed. : Col. ),,,"array([-0.48123136, -2.53100225])"
575,441,1,Oedemeronia manicata (Oed. : Col. ),,,"array([-0.38752052, -2.34900674])"
576,442,1,Oncomerella venosa (Oed. : Col. ),,,"array([-0.24739755, -2.16955304])"
577,41,1,Onomaus lautus (Mir. : Hem. ),,,"array([-0.06613233, -2.76582594])"
578,17,1,ORTHOPTERA1 (Ort. : Ort. ),,,"array([-0.60372113, -2.78033069])"
579,18,1,ORTHOPTERA10 (Ort. : Ort. ),,,"array([-0.08350026, -2.46738617])"
580,19,1,ORTHOPTERA3 (Ort. : Ort. ),,,"array([-0.24729156, -2.89241804])"
581,20,1,ORTHOPTERA6 (Ort. : Ort. ),,,"array([-0.43622586, -2.65179707])"
582,655,1,Osmia orientalis (Meg. : Hym. ),,,"array([-0.05774218, -2.29463073])"
583,656,1,Osmia taurus (Meg. : Hym. ),,,"array([-0.14891044, -2.27997887])"
584,391,1,Oxycetonia jucunda (Sca. : Col. ),,,"array([-0.03559356, -2.53245907])"
585,504,1,Pachyprotasis tanakai (Ten. : Hym. ),,,"array([-0.59174213, -2.03408628])"
586,227,1,Paragus jozanus (Syr. : Dip. ),,,"array([ 0.04355496, -1.07426006])"
587,228,1,Paragus tibialis (Syr. : Dip. ),,,"array([-0.03321394, -2.41584726])"
588,460,1,Parastrangalis nymphula (Cer. : Col. ),,,"array([-0.27763684, -2.66539968])"
589,590,1,Paratrechina flavipes (For. : Hym. ),,,"array([-0.0217887 , -2.82958641])"
590,392,1,Paratrichius doentzi (Sca. : Col. ),,,"array([-0.3278501, -2.9656068])"
591,393,1,Paratrichius septemdecimguttatus (Sca. : Col. ),,,"array([-0.02284497, -2.76953747])"
592,82,1,Parnara guttata (Hes. : Lep. ),,,"array([-0.11911491, -2.66695194])"
593,83,1,Parnassius glacialis (Pap. : Lep. ),,,"array([-0.05030636, -2.35226137])"
594,140,1,Pecticus tenebrifer (Str. : Dip. ),,,"array([-0.37480822, -2.90321542])"
595,383,1,Pelatines striatipennis (Sil. : Col. ),,,"array([-0.14640209, -2.21042359])"
596,25,1,Pentatoma japonica (Pen. : Hem. ),,,"array([-0.30452935, -2.87945978])"
597,147,1,Philopota nigroaenea (Acr. : Dip. ),,,"array([-0.33676781, -2.37452181])"
598,187,1,PHORIDAE1 (Pho. : Dip. ),,,"array([ 0.06241614, -2.34678356])"
599,394,1,Phyllopertha irregularis (Sca. : Col. ),,,"array([-0.49337812, -2.463508  ])"
600,461,1,Pidonia aegrota (Cer. : Col. ),,,"array([-0.43540535, -2.75453992])"
601,462,1,Pidonia discoidalis (Cer. : Col. ),,,"array([-0.56245024, -2.39268532])"
602,463,1,Pidonia puziloi (Cer. : Col. ),,,"array([-0.64701993, -2.44020921])"
603,464,1,Pidonia signifera (Cer. : Col. ),,,"array([-0.39022899, -2.39461598])"
604,465,1,Pidonia yamato (Cer. : Col. ),,,"array([-0.59739855, -2.3885029 ])"
605,84,1,Pieris rapae (Pie. : Lep. ),,,"array([-0.49521548, -2.60554384])"
606,229,1,Pipiza familiaris (Syr. : Dip. ),,,"array([-0.57201617, -2.10580951])"
607,230,1,Pipiza inornata (Syr. : Dip. ),,,"array([-0.14972214, -2.68634586])"
608,188,1,PIPUNCULIDAE3 (Pip. : Dip. ),,,"array([-0.26131   , -2.91656159])"
609,418,1,Plateros sp. (Lyc. : Col. ),,,"array([-0.24843055, -2.72921554])"
610,585,1,PLATYGASTERIDAE1 (Pla. : Hym. ),,,"array([-0.21993286, -2.91476688])"
611,15,1,PLECOPTERA10 (Ple. : Ple. ),,,"array([-0.44499697, -2.24618666])"
612,16,1,PLECOPTERA2 (Ple. : Ple. ),,,"array([-0.05500657, -2.07375672])"
613,414,1,Podabrus temporalis (Can. : Col. ),,,"array([-0.30127271, -2.2869751 ])"
614,395,1,Popillia japonica (Sca. : Col. ),,,"array([-0.03855079, -2.58774015])"
615,591,1,Pristomyrmex punger (For. : Hym. ),,,"array([-0.22631255, -2.85545438])"
616,584,1,PROCTOTRUPIDAE1 (Pro. : Hym. ),,,"array([ 0.18398182, -2.22428087])"
617,415,1,Prothemus ciusianus (Can. : Col. ),,,"array([-0.35575396, -2.34195824])"
618,466,1,Pseudaosterna misella (Cer. : Col. ),,,"array([ 0.02852206, -2.84924932])"
619,89,1,Psychostrophia melanargia (Epi. : Lep. ),,,"array([-0.68542577, -2.83534833])"
620,121,1,PSYCODIDAE1 (Psy. : Dip. ),,,"array([ 0.19193251, -2.62039996])"
621,56,1,PSYLLIDAE1 (Psy. : Hem. ),,,"array([-0.48488743, -2.3896106 ])"
622,574,1,PTEROMALIDAE10 (Pte. : Hym. ),,,"array([-0.4163627 , -2.94730561])"
623,575,1,PTEROMALIDAE2 (Pte. : Hym. ),,,"array([-0.11107739, -2.32383621])"
624,576,1,PTEROMALIDAE3 (Pte. : Hym. ),,,"array([-0.0927974 , -2.88773407])"
625,577,1,PTEROMALIDAE6 (Pte. : Hym. ),,,"array([-0.29821602, -2.96168139])"
626,578,1,PTEROMALIDAE9 (Pte. : Hym. ),,,"array([-0.05890486, -2.00243585])"
627,76,1,PYRALIDAE2 (Pyr. : Lep. ),,,"array([-0.10534299, -2.85703504])"
628,77,1,PYRALIDAE3 (Pyr. : Lep. ),,,"array([ 0.00837639, -2.77364905])"
629,78,1,PYRALIDAE4 (Pyr. : Lep. ),,,"array([-0.03748612, -2.79978623])"
630,79,1,PYRALIDAE5 (Pyr. : Lep. ),,,"array([-0.65645454, -2.71513366])"
631,80,1,PYRALIDAE9 (Pyr. : Lep. ),,,"array([-0.26065941, -1.97861796])"
632,434,1,PYROCHROIDAE1 (Pyr. : Col. ),,,"array([-0.33559497, -2.071307  ])"
633,467,1,Pyrrhona laeticolor (Cer. : Col. ),,,"array([-0.53788885, -2.29775898])"
634,141,1,RHAGIONIDAE1 (Rha. : Dip. ),,,"array([-0.48307241, -2.74928209])"
635,231,1,Rhingia laevigata (Syr. : Dip. ),,,"array([ 0.01271626, -2.57594148])"
636,607,1,Rhopalum (Latrorhopalum) latronum (Sph. : Hym. ),,,"array([-0.3139126 , -2.60618599])"
637,374,1,SARCOPHAGIDAE11 (Sar. : Dip. ),,,"array([-0.26558003, -2.06466816])"
638,375,1,SARCOPHAGIDAE13 (Sar. : Dip. ),,,"array([-0.27918879, -2.77795338])"
639,376,1,SARCOPHAGIDAE19 (Sar. : Dip. ),,,"array([-0.05747458, -2.43217318])"
640,377,1,SARCOPHAGIDAE21 (Sar. : Dip. ),,,"array([-0.26113251, -2.0353386 ])"
641,378,1,SARCOPHAGIDAE23 (Sar. : Dip. ),,,"array([-0.53778439, -2.71527946])"
642,379,1,SARCOPHAGIDAE26 (Sar. : Dip. ),,,"array([-0.3383027 , -2.04274919])"
643,380,1,SARCOPHAGIDAE4 (Sar. : Dip. ),,,"array([-0.29082609, -2.54051226])"
644,381,1,SARCOPHAGIDAE5 (Sar. : Dip. ),,,"array([ 0.00498214, -2.33947101])"
645,306,1,SCATOPHAGIDAE1 (Sca. : Dip. ),,,"array([-0.5782178 , -2.41584373])"
646,120,1,SCATOPSIDAE1 (Sca. : Dip. ),,,"array([-0.0438591 , -2.03666437])"
647,468,1,Schwarzerium quadricolle (Cer. : Col. ),,,"array([-0.31417603, -2.93303045])"
648,107,1,SCIARIDAE10 (Sci. : Dip. ),,,"array([-0.17436614, -2.19866788])"
649,108,1,SCIARIDAE11 (Sci. : Dip. ),,,"array([-0.50886004, -2.16806377])"
650,109,1,SCIARIDAE12 (Sci. : Dip. ),,,"array([-0.38561784, -1.90177036])"
651,110,1,SCIARIDAE13 (Sci. : Dip. ),,,"array([-0.44147572, -1.94798294])"
652,111,1,SCIARIDAE2 (Sci. : Dip. ),,,"array([-0.20183357, -2.35176724])"
653,112,1,SCIARIDAE3 (Sci. : Dip. ),,,"array([-0.49902604, -2.13912829])"
654,113,1,SCIARIDAE4 (Sci. : Dip. ),,,"array([ 0.22148047, -2.55420174])"
655,114,1,SCIARIDAE7 (Sci. : Dip. ),,,"array([-0.55602069, -2.01569497])"
656,115,1,SCIARIDAE9 (Sci. : Dip. ),,,"array([-0.20453349, -2.18945549])"
657,396,1,Sericania fulgida (Sca. : Col. ),,,"array([-0.61402817, -2.51979815])"
658,397,1,Sericania fuscolineata (Sca. : Col. ),,,"array([-0.57913762, -2.36288818])"
659,232,1,Sericomyia japonica (Syr. : Dip. ),,,"array([-0.47002686, -2.82833659])"
660,233,1,Sphegina sp.4 (Syr. : Dip. ),,,"array([-0.69464949, -2.29530688])"
661,234,1,Sphaerophoria macrogaster (Syr. : Dip. ),,,"array([-0.25243026, -2.31183811])"
662,235,1,Sphaerophoria menthastri (Syr. : Dip. ),,,"array([-0.26511742, -2.53487304])"
663,630,1,Sphecodes sp.a (Hal. : Hym. ),,,"array([-0.39886041, -2.57485864])"
664,236,1,Sphegina sp.1 (Syr. : Dip. ),,,"array([ 0.05911889, -2.78914898])"
665,237,1,Sphegina sp.2 (Syr. : Dip. ),,,"array([-0.4613611 , -2.09926643])"
666,238,1,Sphegina sp.3 (Syr. : Dip. ),,,"array([-0.68123653, -2.32381934])"
667,608,1,Sphex maidli (Sph. : Hym. ),,,"array([ 0.17514294, -2.58521596])"
668,90,1,SPHINGIDAE3 (Sph. : Lep. ),,,"array([-0.35824052, -2.6940226 ])"
669,469,1,Stenocorus caeruleipennis (Cer. : Col. ),,,"array([-0.53885165, -2.41896165])"
670,594,1,Stenodynerus tokyanus tokyanus (Ves. : Hym. ),,,"array([ 0.10808125, -2.5514947 ])"
671,483,1,Stenoluperus nipponensis (Chr. : Col. ),,,"array([-0.42835739, -2.40215812])"
672,470,1,Strangalomorpha tenuis (Cer. : Col. ),,,"array([-0.5577292 , -2.33946892])"
673,505,1,Strogylogaster lineata (Ten. : Hym. ),,,"array([-0.06420834, -2.32574588])"
674,506,1,Strombocerina koebelei (Ten. : Hym. ),,,"array([-0.44066121, -2.61824966])"
675,595,1,Symmorphus cliens (Ves. : Hym. ),,,"array([-0.6606381 , -2.41400608])"
676,484,1,Syreta adamsi (Chr. : Col. ),,,"array([-0.59157494, -2.59938784])"
677,239,1,Syritta pipiens (Syr. : Dip. ),,,"array([-0.19604257, -2.71975266])"
678,240,1,Syrphus vitripennis (Syr. : Dip. ),,,"array([-0.39914267, -2.31182975])"
679,143,1,Tabanus iyoensis (Tab. : Dip. ),,,"array([-0.5084276 , -2.73320411])"
680,337,1,TACHINIDAE11 (Tac. : Dip. ),,,"array([ 0.0262682 , -2.47457335])"
681,338,1,TACHINIDAE14 (Tac. : Dip. ),,,"array([-0.00629305, -2.53620788])"
682,339,1,TACHINIDAE15 (Tac. : Dip. ),,,"array([-0.20726884, -2.99344879])"
683,340,1,TACHINIDAE18 (Tac. : Dip. ),,,"array([-0.41452919, -1.94897265])"
684,341,1,TACHINIDAE21 (Tac. : Dip. ),,,"array([-0.02180566, -2.56233924])"
685,342,1,TACHINIDAE22 (Tac. : Dip. ),,,"array([-0.44229992, -2.07716697])"
686,343,1,TACHINIDAE25 (Tac. : Dip. ),,,"array([-0.3560966 , -2.80224934])"
687,344,1,TACHINIDAE26 (Tac. : Dip. ),,,"array([-0.25017339, -2.78623598])"
688,345,1,TACHINIDAE30 (Tac. : Dip. ),,,"array([-0.63812381, -2.78294569])"
689,346,1,TACHINIDAE37 (Tac. : Dip. ),,,"array([-0.63955032, -2.62588428])"
690,347,1,TACHINIDAE45 (Tac. : Dip. ),,,"array([-0.12522402, -2.83135908])"
691,348,1,TACHINIDAE46 (Tac. : Dip. ),,,"array([ 0.14593848, -2.21704842])"
692,349,1,TACHINIDAE49 (Tac. : Dip. ),,,"array([-0.4883687 , -2.43245929])"
693,350,1,TACHINIDAE5 (Tac. : Dip. ),,,"array([-0.26105911, -2.81466083])"
694,351,1,TACHINIDAE53 (Tac. : Dip. ),,,"array([-0.58210394, -2.0064591 ])"
695,352,1,TACHINIDAE58 (Tac. : Dip. ),,,"array([-0.11270562, -2.76556741])"
696,353,1,TACHINIDAE6 (Tac. : Dip. ),,,"array([-0.67761251, -2.36622498])"
697,354,1,TACHINIDAE61 (Tac. : Dip. ),,,"array([-0.08435563, -2.17132983])"
698,355,1,TACHINIDAE63 (Tac. : Dip. ),,,"array([-0.41373183, -2.05843832])"
699,356,1,TACHINIDAE65 (Tac. : Dip. ),,,"array([-0.0459748, -2.8589822])"
700,357,1,TACHINIDAE68 (Tac. : Dip. ),,,"array([-0.36628929, -1.92224551])"
701,358,1,TACHINIDAE7 (Tac. : Dip. ),,,"array([-0.51319324, -1.97041352])"
702,359,1,TACHINIDAE73 (Tac. : Dip. ),,,"array([-0.70219953, -2.53178391])"
703,360,1,TACHINIDAE76 (Tac. : Dip. ),,,"array([-0.28549009, -2.04647268])"
704,361,1,TACHINIDAE79 (Tac. : Dip. ),,,"array([-0.18803012, -2.16370298])"
705,362,1,TACHINIDAE85 (Tac. : Dip. ),,,"array([-0.55414644, -2.16112811])"
706,363,1,TACHINIDAE88 (Tac. : Dip. ),,,"array([-0.43494816, -1.92446825])"
707,364,1,TACHINIDAE89 (Tac. : Dip. ),,,"array([-0.46962186, -2.27073802])"
708,365,1,TACHINIDAE90 (Tac. : Dip. ),,,"array([-0.2314947 , -1.97837899])"
709,366,1,TACHINIDAE91 (Tac. : Dip. ),,,"array([-0.34611055, -2.84615958])"
710,386,1,Tachinus sp. (Sta. : Col. ),,,"array([-0.13691304, -2.544007  ])"
711,241,1,Takaomyia johannis (Syr. : Dip. ),,,"array([-0.56281898, -2.73507465])"
712,242,1,Takaomyia sexmaculata (Syr. : Dip. ),,,"array([-0.56648463, -2.30802528])"
713,507,1,Taxonus fulvicornis (Ten. : Hym. ),,,"array([ 0.07233594, -2.42193555])"
714,243,1,Temnostoma fumosa (Syr. : Dip. ),,,"array([-0.60635049, -2.22126029])"
715,508,1,Tenthredinidae sp.?1 (Ten. : Hym. ),,,"array([ 0.00701994, -2.0800894 ])"
716,509,1,Tenthredo convagennata (Ten. : Hym. ),,,"array([-0.08841168, -2.30646393])"
717,510,1,Tenthredo fukaii (Ten. : Hym. ),,,"array([-0.59778689, -2.48833783])"
718,511,1,Tenthredo sp. (Ten. : Hym. ),,,"array([-0.17126518, -2.70326896])"
719,252,1,TEPHRITIDAE1 (Tep. : Dip. ),,,"array([-0.65317444, -2.8542188 ])"
720,253,1,TEPHRITIDAE12 (Tep. : Dip. ),,,"array([-0.43401619, -2.8871364 ])"
721,254,1,TEPHRITIDAE3 (Tep. : Dip. ),,,"array([-0.13798375, -2.36972955])"
722,255,1,TEPHRITIDAE7 (Tep. : Dip. ),,,"array([ 0.2143815 , -2.58930648])"
723,256,1,TEPHRITIDAE9 (Tep. : Dip. ),,,"array([-0.34579426, -1.90448646])"
724,657,1,Tetralonia mitsukurii (Ant. : Hym. ),,,"array([ 0.04223951, -2.5715617 ])"
725,658,1,Tetralonia nipponens (Ant. : Hym. ),,,"array([-0.10426918, -2.37851659])"
726,45,1,TETTIGELLIDAE2 (Tet. : Hem. ),,,"array([-0.64084576, -2.5540463 ])"
727,122,1,TIPULIDAE10 (Tip. : Dip. ),,,"array([-0.02189128, -2.00819635])"
728,123,1,TIPULIDAE12 (Tip. : Dip. ),,,"array([-0.2112779 , -2.07216724])"
729,124,1,TIPULIDAE14 (Tip. : Dip. ),,,"array([-0.28114141, -2.08569718])"
730,125,1,TIPULIDAE17 (Tip. : Dip. ),,,"array([-0.41889749, -2.15665722])"
731,126,1,TIPULIDAE18 (Tip. : Dip. ),,,"array([-0.313535  , -2.05084089])"
732,127,1,TIPULIDAE2 (Tip. : Dip. ),,,"array([-0.29654624, -2.25569647])"
733,128,1,TIPULIDAE20 (Tip. : Dip. ),,,"array([-0.31307665, -2.02560257])"
734,129,1,TIPULIDAE21 (Tip. : Dip. ),,,"array([-0.33744556, -2.01491748])"
735,130,1,TIPULIDAE3 (Tip. : Dip. ),,,"array([-0.40413934, -1.92417131])"
736,131,1,TIPULIDAE7 (Tip. : Dip. ),,,"array([ 0.07064489, -2.56249149])"
737,132,1,TIPULIDAE9 (Tip. : Dip. ),,,"array([-0.41384418, -2.12199984])"
738,69,1,TISCHERIIDAE1 (Tis. : Lep. ),,,"array([-0.06459512, -2.20797897])"
739,70,1,TISCHERIIDAE2 (Tis. : Lep. ),,,"array([-0.58875933, -2.33228149])"
740,44,1,TOMASPIDIDAE1 (Tom. : Hem. ),,,"array([-0.54137161, -2.49994324])"
741,71,1,TORTRICIDAE2 (Tor. : Lep. ),,,"array([-0.42051652, -2.71141621])"
742,72,1,TORTRICIDAE3 (Tor. : Lep. ),,,"array([-0.50961129, -2.41299879])"
743,73,1,TORTRICIDAE4 (Tor. : Lep. ),,,"array([-0.69212974, -2.50212171])"
744,409,1,Trachys saundersi (Bup. : Col. ),,,"array([-0.24710253, -2.65091201])"
745,416,1,Tremus cyanipennis (Can. : Col. ),,,"array([-0.50048406, -2.36440541])"
746,485,1,Tricholochmaea semifulva (Chr. : Col. ),,,"array([-0.62771299, -2.59417383])"
747,62,1,TRICHOPTERA11 (Tri. : Tri. ),,,"array([ 0.03066405, -2.05237709])"
748,63,1,TRICHOPTERA15 (Tri. : Tri. ),,,"array([-0.38171638, -2.86173502])"
749,64,1,TRICHOPTERA6 (Tri. : Tri. ),,,"array([-0.65350807, -2.3392049 ])"
750,87,1,Vanessa indica (Nym. : Lep. ),,,"array([ 0.07715594, -2.59294491])"
751,596,1,Vespa xanthoptera (Ves. : Hym. ),,,"array([-0.3428188 , -2.62003485])"
752,597,1,Vespula schrenckii (Ves. : Hym. ),,,"array([ 0.15054675, -2.67411162])"
753,598,1,Vespula vulgaris (Ves. : Hym. ),,,"array([ 0.09402906, -2.39525843])"
754,407,1,Vuilletus viridissllis (Ela. : Col. ),,,"array([-0.13129644, -2.1402078 ])"
755,443,1,Xanthochroa ainu (Oed. : Col. ),,,"array([-0.44022986, -2.85447849])"
756,444,1,Xanthochroa deformis (Oed. : Col. ),,,"array([-0.29298995, -2.90657355])"
757,445,1,Xanthochroa luteipennis (Oed. : Col. ),,,"array([-0.33188723, -2.87448673])"
758,446,1,Xanthochroa waterhousei (Oed. : Col. ),,,"array([-0.39704006, -2.88863203])"
759,421,1,Xerasia variegata (Byt. : Col. ),,,"array([-0.70436529, -2.45115694])"
760,244,1,Xylota coquilletti (Syr. : Dip. ),,,"array([-0.46172269, -2.76945123])"
761,245,1,Xylota frontaris (Syr. : Dip. ),,,"array([-0.58341046, -2.71584797])"
762,246,1,Xylota simplex (Syr. : Dip. ),,,"array([-0.55823151, -2.69399053])"
763,515,1,Zaraea fasciata (Cim. : Hym. ),,,"array([-0.16133584, -2.14755034])"
764,486,1,Zeugophora annulata (Chr. : Col. ),,,"array([-0.37591892, -2.50664131])"
765,75,1,ZYGAENIDAE1 (Zyg. : Lep. ),,,"array([ 0.06370244, -2.75263343])"
766,674,1,Cheilosia sp.8 (Syr. : Dip.),,,"array([-0.71949092, -2.21290258])"
767,675,1,LUSIIDAE1 (Clu. : Dip. ),,,"array([-0.4119717 , -2.51722849])"
768,676,1,Lasioglossum (El.) aff (Hal. : Hym ),,,"array([-0.40843003, -2.83585683])"
769,677,1,Camponotus sp. (For. : Hym. ),,,"array([-0.36137743, -1.97689426])"
770,678,1,Andrena sp. (And. : Hym. ),,,"array([-0.23316587, -2.03744439])"
771,679,1,Ceratina sp. (Ant. : Hym.),,,"array([-0.21459386, -2.64034042])"